submission_id,RT,age,comments,correctness,education,endTime,expected,experiment_id,gender,key_pressed,languages,picture,startDate,startTime,timeSpent,trial_number,trial_type
1404,3002,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,13,compatible
1404,3020,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,14,compatible
1404,3049,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,15,compatible
1404,2966,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,16,compatible
1404,3032,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,17,compatible
1404,3041,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,18,compatible
1404,2945,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,19,compatible
1404,2972,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,20,compatible
1404,2936,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,21,compatible
1404,2965,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,22,compatible
1404,2975,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,23,compatible
1404,2962,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,24,compatible
1404,2954,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,25,compatible
1404,3022,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,26,compatible
1404,3063,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,27,compatible
1404,3078,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,28,compatible
1404,2947,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,29,compatible
1404,2925,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,30,compatible
1404,2969,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,31,compatible
1404,2950,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,32,compatible
1404,2951,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,33,compatible
1404,3053,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,34,compatible
1404,3066,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,35,compatible
1404,3014,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,36,compatible
1404,2989,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,37,compatible
1404,3027,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,38,compatible
1404,2959,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,39,compatible
1404,3016,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,40,compatible
1404,2996,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,41,compatible
1404,2956,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,42,compatible
1404,3013,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,43,compatible
1404,3112,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,44,compatible
1404,2880,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,45,compatible
1404,2953,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,46,compatible
1404,3013,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,47,compatible
1404,3013,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,48,compatible
1404,3014,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,49,compatible
1404,3022,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,50,compatible
1404,2983,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,51,compatible
1404,2963,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,52,compatible
1404,3047,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,53,compatible
1404,3012,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,54,compatible
1404,3050,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,55,compatible
1404,2980,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,56,compatible
1404,2972,22,,correct,,1594806350027,large,157,female,p,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,57,compatible
1404,2986,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,58,compatible
1404,3070,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,59,compatible
1404,2985,22,,correct,,1594806350027,small,157,female,q,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,60,compatible
1404,3090,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,1,incompatible
1404,2963,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,2,incompatible
1404,2979,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,3,incompatible
1404,2969,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,4,incompatible
1404,2981,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,5,incompatible
1404,2938,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,6,incompatible
1404,2930,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,7,incompatible
1404,3136,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,8,incompatible
1404,2891,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,9,incompatible
1404,2968,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,10,incompatible
1404,3046,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,11,incompatible
1404,3010,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,12,incompatible
1404,3026,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,13,incompatible
1404,2912,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,14,incompatible
1404,3000,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,15,incompatible
1404,3039,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,16,incompatible
1404,3031,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,17,incompatible
1404,3081,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,18,incompatible
1404,3028,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,19,incompatible
1404,3039,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,20,incompatible
1404,3056,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,1,incompatible
1404,3104,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,2,incompatible
1404,3020,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,3,incompatible
1404,2971,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,4,incompatible
1404,2900,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,5,incompatible
1404,2982,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,6,incompatible
1404,2983,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,7,incompatible
1404,2985,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,8,incompatible
1404,2941,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,9,incompatible
1404,2963,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,10,incompatible
1404,2985,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,11,incompatible
1404,3064,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,12,incompatible
1404,3007,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,13,incompatible
1404,3026,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,14,incompatible
1404,2941,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,15,incompatible
1404,2965,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,16,incompatible
1404,2961,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,17,incompatible
1404,2947,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,18,incompatible
1404,2968,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,19,incompatible
1404,2991,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,20,incompatible
1404,3017,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,21,incompatible
1404,3057,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,22,incompatible
1404,3103,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,23,incompatible
1404,2991,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,24,incompatible
1404,2987,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,25,incompatible
1404,2999,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,26,incompatible
1404,2989,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,27,incompatible
1404,2980,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,28,incompatible
1404,2988,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,29,incompatible
1404,2963,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,30,incompatible
1404,2992,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,31,incompatible
1404,2972,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,32,incompatible
1404,2951,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,33,incompatible
1404,2919,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,34,incompatible
1404,3056,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,35,incompatible
1404,3032,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,36,incompatible
1404,2986,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,37,incompatible
1404,2960,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,38,incompatible
1404,3014,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,39,incompatible
1404,2975,22,,correct,,1594806350027,large,157,female,q,german,images/square_4x4.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,40,incompatible
1404,2983,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,41,incompatible
1404,2988,22,,correct,,1594806350027,small,157,female,p,german,images/square_2x2.jpg,Wed Jul 15 2020 11:33:03 GMT+0200 (Mitteleuropäische Sommerzeit),1594805583024,12.783383333333333,42,incompatible
